block,timestamp,amount0,amount1,sqrtPriceX96,liquidity,tick
25592046,1784768855,-97419270740,50388000000000000000,1801549597622023035708644474187196,14098201146242067274,200646
25592047,1784768867,-26059771957,13481535057602807659,1801625322402850470076141417115889,14098201146242067274,200647
25592047,1784768867,293706000,-151797702585268522,1801624469339901164421536758901785,14098201146242067274,200647
25592051,1784768915,-31844242364,16475545599214497792,1801717011255505154954160722332428,14098201146242067274,200648
25592052,1784768927,-49444517986,25584915000000000000,1801860719738256191965039105540433,14101646807824372568,200650
25592053,1784768939,-202923719842,105045012941937221925,1802450605601117469815619339681792,14101646807824372568,200656
25592053,1784768939,-17257208308,8936499000000000000,1802500788987038777031319779303457,14101646807824372568,200657
25592053,1784768939,228429,-118174643864812,1802500788323090798700751413364080,14101646807824372568,200657
25592054,1784768951,99000000,-51216474796497171,1802500500570373411599766764324754,14101646807824372568,200657
25592055,1784768963,-32978203651,17078861825561417728,1802596407828247980835753221439485,14101646807824372568,200658
25592055,1784768963,93339,-48292783569645,1802596407556921620371308276243798,14101646807824372568,200658
25592057,1784768987,-74217177654,38442487233616158619,1802812286635595721399554006843392,14100746054637659824,200660
25592057,1784768987,-11333005127,5871000000000000000,1802845257654721143981878605388806,14100746054637659824,200660
25592058,1784768999,-2561267394,1326880016905698793,1802852709296079437089398208832773,14100746054637659824,200661
25592060,1784769023,99000000,-51236475796631242,1802852421412600410916466347548702,14100746054637659824,200661
25592060,1784769023,97902000,-50668200609545060,1802852136722101295227069098784885,14100746054637659824,200661
25592062,1784769047,-47976966701,24856768316399358143,1802991730144611293748509585940724,14100746054637659824,200662
25592062,1784769047,45991834294,-23804530099483732252,1802857979123779505743725961024872,14100746054637659824,200661
25592062,1784769047,1968030000,-1018537444137101768,1802852256245724807568976728671748,14100746054637659824,200661
25592064,1784769071,39959809626,-20679466302973944356,1802736065711348277929318758276337,14101646807824372568,200659
25592069,1784769131,244755000,-126654121225934353,1802735354122592982914569422509235,14101646807824372568,200659
25592070,1784769143,244755000,-126654021238349243,1802734642534399454390678129869443,14101646807824372568,200659
25592072,1784769167,-6263112460,3244247794828505553,1802743629630098496548465562768203,28586239896926327640,200659
25592072,1784769167,244755000,-126655184058504544,1802742918035371822960411213182650,14101646807824372568,200659
25592073,1784769179,492007500,-254602465822931860,1802741487586445279195899552163986,14101646807824372568,200659
25592074,1784769191,492007500,-254602061776929178,1802740057139788812309643632527307,14101646807824372568,200659
25592078,1784769239,-5744092819,2975429922941939420,1802756765824935512458814285157728,14101646807824372568,200659
25592078,1784769239,9920000,-5133452696974779,1802756736983337784345314116284083,14101646807824372568,200659
25592079,1784769251,984015000,-509212334250700499,1802753876043894179975967318423072,14101646807824372568,200659
25592081,1784769275,244755000,-126656623824909337,1802753164441078376922677759632321,14101646807824372568,200659
25592081,1784769275,358809697,-185677843780036744,1802752121235658273753659501436555,14101646807824372568,200659
25592082,1784769287,423279103,-219039375573173230,1802750890593061601615710915589416,14101646807824372568,200659
25592085,1784769323,994522644,-514646528422247430,1802747999122345669641317228679757,14101646807824372568,200659
25592087,1784769347,21308184793,-11026183241863949674,1802686050028760816685041420481436,14101646807824372568,200659
25592087,1784769347,1715295000,-887567614033816742,1802681063352231090280152038432927,14101646807824372568,200659
25592089,1784769371,3883408957,-2009425143757059760,1802669773673513460034486172681459,14101646807824372568,200658
25592090,1784769383,-365550091,189337893170912907,1802670836910533071759432361598029,14101646807824372568,200658
25592094,1784769431,-99553525668,51572396492759547904,1802960457158201853751020621006838,14100746054637659824,200662
25592094,1784769431,-1855054197,961143737327510223,1802965854856812943084741733219863,14100746054637659824,200662
25592094,1784769431,1678662982,-868882344002984541,1802960972849060324754338520818700,14100746054637659824,200662
25592095,1784769443,-74216358721,38457615174291657364,1803176947430124830281792472743936,14100746054637659824,200664
25592096,1784769455,-52182563286,27045605922552246272,1803328833171928801049232133629051,14100746054637659824,200666
25592097,1784769467,-2048624492,1061870813933158554,1803334796544934237638393897655122,14100746054637659824,200666
25592098,1784769479,-86986163101,45094327954163323710,1803588042320683649516325314756608,14100746054637659824,200669
25592099,1784769491,-20543314002,10651668375000000000,1803647861152519756462102483945972,14100746054637659824,200669
25592104,1784769551,-24949945468,12937427104980484096,1803716760371698755948537580134878,15086834009632783330,200670
25592105,1784769563,-132941925123,68951514812333342720,1804078676620446466159495751336333,15086834009632783330,200674
25592105,1784769563,-2853650773,1480374770318504658,1804086446887496764421192688598882,15086834009632783330,200674
25592107,1784769587,23122883,-11983406035605447,1804086383956915022939323559966943,15086834009632783330,200674
25592108,1784769599,-1854592778,962105000000000000,1804091433903003214362446492673270,15086834009632783330,200674
25592109,1784769611,-26019918963,13498891874027728896,1804162287579279884079761908469431,15086834009632783330,200675
25592113,1784769659,120463812233,-62424132503729181811,1803834468680254441236896533819157,15086834009632783330,200671
25592114,1784769671,249315133790,-129120730157821779136,1803120963045250794443500170090001,14100746054637659824,200663
25592115,1784769683,52907187579,-27387410217734659103,1802967080819504175043703003308975,14100746054637659824,200662
25592119,1784769731,7767310000,-4020355181319183848,1802944491564124608819705090749447,14100746054637659824,200662
25592119,1784769731,168235,-87076791054601,1802944491074864386263922874179186,14100746054637659824,200662
25592120,1784769743,1583725110,-819722839416219013,1802939885280668371911775749041264,14100746054637659824,200661
25592126,1784769815,-15172987792,7861443001312674974,1802984034452453365901473233960279,14100746054637659824,200662
25592126,1784769815,11666123433,-6038454352126088603,1802950106060232738385224024608104,14100746054637659824,200662
25592128,1784769839,3000000,-1552788480244862,1802950097335546995771242846024341,14100746054637659824,200662
25592129,1784769851,-1998710275,1035563400000000000,1802955912968431851440769134761068,14100746054637659824,200662
25592130,1784769863,113250453232,-58607671379603364741,1802626621410766221824486174258177,14101646807824372568,200658
25592131,1784769875,123386745302,-63828890224175787418,1802268007572488822246319481888929,14101646807824372568,200654
25592137,1784769947,-10700718,5539999305079500,1802268038682649874194999418018499,14101646807824372568,200654
25592144,1784770031,29284568491,-15145398917610528925,1802182946342504039879491756099658,14101646807824372568,200653
25592144,1784770031,-10715682,5547223233650238,1802182977493231447325248413716937,14101646807824372568,200653
25592145,1784770043,11241043262,-5813265334380983115,1802150316461727288274300145959648,14101646807824372568,200653
25592149,1784770091,86965195335,-44966620155790956860,1801897677692796877930789986242182,14101646807824372568,200650
25592149,1784770091,1063356366,-549745866639469187,1801894589021278067089657665188571,14101646807824372568,200650
25592152,1784770127,-170668718,88322396520006118,1801895085000398084692568664258241,14101646807824372568,200650
25592159,1784770211,-69729360248,36089557679944935248,1802097747832988560377316313661440,14101646807824372568,200652
25592160,1784770223,-67493678867,34940177357005475840,1802293956259181583591222023494288,14101646807824372568,200654
25592161,1784770235,-141213473318,73128112690470076416,1802704611069397833105490279302904,14101646807824372568,200659
25592162,1784770247,-34728469883,17989419899334006784,1802805634434603282482777593320290,14100746054637659824,200660
25592163,1784770259,-72158325768,37384611267014844416,1803015583120190275327745424601321,14100746054637659824,200662
25592163,1784770259,-7696490904,3988000000000000000,1803037979377092367860245935417044,14100746054637659824,200663
25592166,1784770295,-191396841173,99205722402013822976,1803595109980169894905148897740876,14100746054637659824,200669
25592167,1784770307,-7212939897,3739844139320001037,1803616112615605701294298973271032,14100746054637659824,200669
25592167,1784770307,-99931913613,51822373608206025000,1803891188247764334881225752082185,15086834009632783330,200672
25592168,1784770319,-116264775262,60311908744940847104,1804207756488900044720114414337449,15086834009632783330,200676
25592168,1784770319,-4974707476,2581082787706971081,1804221304208667719799265103912877,15086834009632783330,200676
25592171,1784770355,15772219463,-8174961607858932178,1804178373585423520401565989201200,15086834009632783330,200675
25592173,1784770379,85942181378,-44538198246440688782,1803944482259615302363982747555253,15086834009632783330,200673
25592173,1784770379,-898056,465809404239207,1803944484704579603329634826504880,15086834009632783330,200673
25592175,1784770403,1666029916,-863279984215605982,1803939951209557315989054166803194,15086834009632783330,200673
25592179,1784770451,1032903191,-535213090315951416,1803937140550298240203924124945468,15086834009632783330,200673
25592179,1784770451,2214237,-1147335312564601,1803937134525093180999123599218537,15086834009632783330,200673
25592179,1784770451,4428475,-2294671638980872,1803937122474677738370746329392700,15086834009632783330,200673
25592184,1784770511,9943510,-5152359054173229,1803937095417182427211430522802549,15086834009632783330,200673
25592185,1784770523,-127611659527,66202565256264146944,1804284582838455685897477630565465,15086834009632783330,200676
25592190,1784770583,-22258795149,11550063058135306240,1804345207402051961413619404860565,15086834009632783330,200677
25592191,1784770595,-48605270015,25223916541816086528,1804477603989398676247708046815675,15086834009632783330,200679
25592194,1784770631,-362694075,188235584274990438,1804478592009991509581822367505158,15086834009632783330,200679
25592194,1784770631,587046,-304367921684611,1804478590411610354996279585157931,15086834009632783330,200679
25592196,1784770655,-28162390203,14616704846769018880,1804555311321971687513643676298958,15086834009632783330,200679
25592197,1784770667,-115791858696,60110535168627580928,1804863158484622040472844601915344,15474714973297380912,200683
25592198,1784770679,-5578438828,2896428657397927424,1804877980339590929279970094667534,15474714973297380912,200683
25592204,1784770751,18204956,-9442977036728111,1804877931992999694782808942136327,15474714973297380912,200683
25592214,1784770871,160704000,-83357731035657854,1804877505214227180423247260532689,15474714973297380912,200683
25592216,1784770895,82499957,-42793003057426561,1804877286120627940787802680018934,15474714973297380912,200683
25592216,1784770895,7025476,-3644137235202904,1804877267463205326339674490352768,15474714973297380912,200683
25592221,1784770955,11746072258,-6092620721677561169,1804846074181422250747698971912875,15474714973297380912,200683
25592222,1784770967,53146150161,-27563973270679052759,1804704950874298561541656611674319,15474714973297380912,200681
25592223,1784770979,26041985897,-13504966476114570233,1804635807521379583353330874183527,15474714973297380912,200680
25592226,1784771015,19290818880,-10003249702402757853,1804584592420199347761991045058950,15474714973297380912,200680
25592237,1784771147,9399853020,-4874085810406125785,1804559498463861418801962577620105,15086834009632783330,200679
25592238,1784771159,36443183032,-18895503253012991845,1804460269162235731834941208526848,15086834009632783330,200678
25592243,1784771219,-1540790499,799645107727631951,1804464466380505786105633172039979,15086834009632783330,200678
25592246,1784771255,-6550410158,3399597426500259414,1804482310361906340737519640441293,15086834009632783330,200679
25592248,1784771279,61235715,-31749262447992694,1804482143631383334285922410982864,15086834009632783330,200679
25592248,1784771279,-55362917,28733082515433390,1804482294447061093464205759122268,15086834009632783330,200679
25592248,1784771279,-49360418,25617818679419941,1804482428911182190573045093115187,15086834009632783330,200679
25592256,1784771375,6595363,-3419539495454106,1804482410953549018709323383368827,15086834009632783330,200679
25592256,1784771375,150467,-78013180850954,1804482410543864590103046679925543,15086834009632783330,200679
25592256,1784771375,79920000,-41436623561271652,1804482192940387050766562316035064,15086834009632783330,200679
25592261,1784771435,33426514101,-17329978214629264271,1804391184957567020553007471263744,15086834009632783330,200678
25592264,1784771471,17640640526,-9145086452825672891,1804343159745966703804060474251993,15086834009632783330,200677
25592264,1784771471,97902000,-50752028573413267,1804342893222853559216254329173242,15086834009632783330,200677
25592267,1784771507,-16858681,8748221930718923,1804342939140969687564450703533091,15086834009632783330,200677
25592269,1784771531,-21764531,11293941537907150,1804342998421189507248201709747652,15086834009632783330,200677
25592269,1784771531,56687,-29385934224400,1804342998266869948162596428014867,15086834009632783330,200677
25592272,1784771567,-1229167163,637834471646237057,1804346346165171072840266757342476,15086834009632783330,200677
25592276,1784771615,-35984074281,18673759824334193000,1804444361953860168744107741543341,15086834009632783330,200678
25592276,1784771615,21911819170,-11359904988063112353,1804384705673558668089751583668388,15086834009632783330,200678
25592277,1784771627,-63611189809,33013497202702790139,1804557988611550163243417657780241,15086834009632783330,200679
25592280,1784771663,43711854639,-22663965717784863477,1804438969315788051214232743548275,15086834009632783330,200678
25592281,1784771675,6688291058,-3467518668184159719,1804420759721091859093151964725248,15086834009632783330,200678
25592282,1784771687,-11460228402,5947500000000000000,1804451977264249329939913640707475,15086834009632783330,200678
25592282,1784771687,8207545144,-4255221677253716950,1804429631065281115544109072150163,15086834009632783330,200678
25592283,1784771699,47105112881,-24419721915949061322,1804301391456144125612329567584060,15086834009632783330,200677
25592283,1784771699,783212490,-405995191610673261,1804299259381714168836814709851179,15086834009632783330,200677
25592286,1784771735,5047869,-2616669302519020,1804299245640335386933605250130720,15086834009632783330,200677
25592287,1784771747,606645000,-314466937107670448,1804297594224433109376547163190509,15086834009632783330,200677
25592287,1784771747,72977404934,-37825142440872803782,1804098956357103407717201119846148,15086834009632783330,200674
25592287,1784771747,2960935,-1534522056222828,1804098948298596051268562423435373,15086834009632783330,200674
25592288,1784771759,159980849,-82911014361247960,1804098512893307185407571014862673,15086834009632783330,200674
25592304,1784771951,-9590809,4975466691916017,1804098539008792041808905210589139,15086834009632783330,200674
25592304,1784771951,-904795,469384596088994,1804098541472521993193550206719244,15086834009632783330,200674
25592305,1784771963,-12142490822,6299328955742519296,1804131605713554191236043915722560,15086834009632783330,200675
25592309,1784772011,-35989644560,18672205270685315000,1804229613342622333049469401096727,15086834009632783330,200676
25592309,1784772011,9476066,-4911738882249490,1804229587548738331805284971239412,15086834009632783330,200676
25592309,1784772011,-65396550,33930988924699776,1804229765647453948868012723366767,15086834009632783330,200676
25592310,1784772023,-71669016204,37189483624027979776,1804424967717237412301179950037632,15086834009632783330,200678
25592310,1784772023,-3967408,2058934921920192,1804424978524280671396166696643341,15086834009632783330,200678
25592310,1784772023,-2802863632,1454586327297033480,1804432613431628071506645660786835,15086834009632783330,200678
25592311,1784772035,-6543233169,3395752715008695296,1804450437232709682729208327972374,15086834009632783330,200678
25592311,1784772035,-19912327812,10334346957720578740,1804504680683261497729618982628089,15086834009632783330,200679
25592312,1784772047,498000000,-258207393216006491,1804503324713062644839064371665677,15086834009632783330,200679
25592313,1784772059,-96124756097,49896578105371049984,1804760207200822640068572001989549,15474714973297380912,200682
25592314,1784772071,-158916593017,82521649390280916992,1805182494114719927774732518390645,15474714973297380912,200686
25592314,1784772071,-12936150992,6719138739979897272,1805216877871994755096336534601728,15474714973297380912,200687
25592315,1784772083,55512,-28804965947077,1805216877724517756184828212420828,15474714973297380912,200687
25592318,1784772119,14701708119,-7628528997034283863,1805177820828402723914914846149962,15474714973297380912,200686
25592319,1784772131,42207062336,-21898872747773592283,1805065701965345558216596839338164,15474714973297380912,200685
25592319,1784772131,5031736442,-2610503794438101546,1805052336587099384621982680863864,15474714973297380912,200685
25592323,1784772179,128877902,-66862344856311886,1805051994262169103086162463787658,15474714973297380912,200685
25592323,1784772179,-116517898,60510422094962258,1805052303911328976923683494413092,15474714973297380912,200685
25592324,1784772191,-14619460983,7592386771368824832,1805091156328876190212952573173582,15474714973297380912,200685
25592325,1784772203,-70200900798,36462285359095516282,1805277744285754184538097203544064,15474714973297380912,200687
25592325,1784772203,-33160354414,17226080000000000000,1805365895070614824206851363288717,15474714973297380912,200688
25592325,1784772203,-2359308244,1225673216899416064,1805372167191495044696161268987571,15474714973297380912,200688
25592325,1784772203,-47345069,24596103439117989,1805372293056800597191523815420624,15474714973297380912,200688
25592327,1784772227,-26637420128,13838874663857039360,1805443110541870155616313836830875,15474714973297380912,200689
25592328,1784772239,-19529060067,10146575277691404288,1805495033378029215263631041719776,15474768684114927737,200690
25592328,1784772239,120818,-62711291343273,1805495033056958155434190396128607,15474768684114927737,200690
25592329,1784772251,-2650913410,1377361272124554564,1805502081384596121803287038861425,15474768684114927737,200690
25592329,1784772251,604731,-313892828643572,1805502079777518656059735708995759,15474768684114927737,200690
25592332,1784772287,89975012043,-46696466490298924904,1805263001165330224962721686231060,15474714973297380912,200687
25592334,1784772311,71292421116,-36991538398793061711,1805073610173575645844432349170601,15474714973297380912,200685
25592334,1784772311,-8504585,4416731606464786,1805073632775256215577344742577092,15474714973297380912,200685
25592336,1784772335,-1674173314,869459514724076250,1805078082048603807032497823889787,15474714973297380912,200685
25592340,1784772383,2718351,-1410330883934263,1805078074827926420467325867771691,15474714973297380912,200685
25592340,1784772383,5397743,-2800449866234469,1805078060490053477545071507268756,15474714973297380912,200685
25592340,1784772383,4011106493,-2081024720608353719,1805067422522407172465364409594401,15498802989669462680,200685
25592346,1784772455,21977237535,-11401698860339601599,1805009138301951709178489674399744,15498802989669462680,200684
25592348,1784772479,-240472314,124876891739953562,1805009776339598636104509861028807,15498802989669462680,200684
25592351,1784772515,-2933677,1523454575881207,1805009784123435655522499670901837,15498802989669462680,200684
25592353,1784772539,4569640453,-2370619575356381771,1804997665778999570959210277658922,15498802989669462680,200684
25592354,1784772551,110510479,-57329784333885596,1804997372715498270870609860794432,15498802989669462680,200684
25592355,1784772563,-972202801,504857335597200458,1804999952199836406231148314016714,15498802989669462680,200684
25592355,1784772563,519293733,-269395768875035887,1804998575078534115148367922712499,15498802989669462680,200684
25592356,1784772575,1145292867,-594146006875195763,1804995537870020574765779671091090,15498802989669462680,200684
25592361,1784772635,208226,-108021201014779,1804995537317780342593364696329691,15497460652799753370,200684
25592369,1784772731,5000000000,-2593837173077090621,1804982277909771960454424426285086,15498803035111266616,200684
25592371,1784772755,-45041373364,23390758070821220352,1805101789085840189183164768010703,15498803035111266616,200685
25592371,1784772755,70000000,-36318258848438802,1805101603430928144643394699965793,15498803035111266616,200685
25592371,1784772755,-46989498,24404065252726558,1805101728119428208153721164631366,15498803035111266616,200685
25592371,1784772755,-367733411,190983005625052501,1805102703915233636439426888666628,15498803035111266616,200685
25592371,1784772755,-9748604966,5063030732923980538,1805128572626094963691454371640354,15498803035111266616,200686
25592371,1784772755,-103569693,53790684886019320,1805128847460625455586930996775339,15498803035111266616,200686
25592372,1784772767,-113394589,58893430477787574,1805129148366783254420017449928373,15498803035111266616,200686
25592372,1784772767,-184023201,95575656983349057,1805129636694657664889645729402069,15498803035111266616,200686
25592373,1784772791,-488526494,253725000000000000,1805130933060216066252411845211851,15498803035111266616,200686
25592373,1784772791,-1516078148,787404707910000000,1805134956173207918096319222761746,15498803035111266616,200686
25592374,1784772803,-25377405082,13180770580605783169,1805202301121533417241516340149569,15498803035111266616,200687
25592374,1784772803,-94198038,48927351833148186,1805202551107675028352313993750211,15498803035111266616,200687
25592378,1784772851,-324676,168640000000000,1805202551969312974036837855717972,15498803035111266616,200687
25592378,1784772851,-7248999942,3765239760819250700,1805221789833713602518522734921612,15498803035111266616,200687
25592379,1784772863,-19991455555,10384278996011637000,1805274846574828038102384425624766,15498803035111266616,200687
25592379,1784772863,-26661756568,13850022483496121289,1805345610954099646648644869950116,15498803035111266616,200688
25592380,1784772875,-324624,168640000000000,1805345611815737592333168731917877,15498803035111266616,200688
25592380,1784772875,-367586949,190958530000000000,1805346587486488897696786090116106,15498803035111266616,200688
25592380,1784772875,100000000,-51897297852082708,1805346322193256964804355711812324,15498803035111266616,200688
25592380,1784772875,-1976000000,1026519697150147897,1805351567024394637675665170129380,15498803035111266616,200688
25592381,1784772887,-2791586318,1450221876644644816,1805358976691131941083716129121692,15498803035111266616,200688
25592381,1784772887,-2815774627,1462799700171042904,1805366450622160186546571224850110,15498803035111266616,200688
25592382,1784772899,-87165485840,45288609279420858368,1805597844764116753424170752054847,15498856745928813441,200691
25592382,1784772899,-1371723963,712800000000000000,1805601486684178881520943609068397,15498856745928813441,200691
25592385,1784772935,-3000000,1558917376727174,1805601494649179540194900638808668,15498856745928813441,200691
25592386,1784772947,301208370,-156363104526034503,1805600695341097679402457751276103,15498856745928813441,200691
25592390,1784772995,-22823891827,11860574793461344256,1805661294759291671654729789939301,15498856745928813441,200692
25592393,1784773031,-70279918044,36526389209445867520,1805847919604492261073087052770699,15498856745928813441,200694
25592394,1784773043,244163,-126783925713486,1805847918956389137385396457880622,15498856745928813441,200694
25592394,1784773043,-1456906260,757273780369297216,1805851788107025010743457340790816,15498856745928813441,200694
25592395,1784773055,-4782248160,2485749749505376091,1805864488586657661585601324873952,15498856745928813441,200694
25592396,1784773067,-17162731097,8921250000000000000,1805910070067233223150324740463371,15498856745928813441,200694
25592399,1784773103,-38578828382,20055059229615734784,1806012537691469340991830458029948,15498856745928813441,200696
25592399,1784773103,-14761684466,7674408331425955595,1806051748664627566580619818905579,15498856745928813441,200696
25592403,1784773151,19299490615,-10023457102597658271,1806000510040947276973860367383908,15498856745928813441,200695
25592404,1784773163,15115919204,-7850264322797049833,1805960380499282220240573254598656,15498856745928813441,200695
25592405,1784773175,12636774363,-6562483606385236748,1805926833927029369435281159427044,15498856745928813441,200695
25592406,1784773187,124000000,-64394020166203142,1805926504753079425360457181615206,15498856745928813441,200695
25592407,1784773199,1653193639,-858512148493501776,1805922116149381982952621883682983,15498856745928813441,200695
25592409,1784773223,203793920,-105830964975832392,1805921575155099011135710824342899,15498856745928813441,200695
25592411,1784773247,90000000,-46737325422942460,1805921336239901923220705357546890,15498856745928813441,200695
25592414,1784773283,207914127,-107970510160296422,1805920784308539116411788739259342,15498856745928813441,200695
25592415,1784773295,-26709733514,13884877158976439573,1805991726526111311230280661839631,15498856745928813441,200695
25592416,1784773307,-53963672,28053760000000000,1805991869861621078523653448743632,15498856745928813441,200695
25592419,1784773343,71366,-37063347224040,1805991869672158013903729829422116,15498856745928813441,200695
25592421,1784773367,-11452827637,5954011318114411520,1806022290594253382350644170058758,15498856745928813441,200696
25592423,1784773391,-48869056671,25407937848599412736,1806152107763989799290438938607091,15498856745928813441,200697
25592425,1784773415,-24596730484,12789682798126217216,1806217454288078955412181358175124,15498856745928813441,200698
25592425,1784773415,-20673614102,10750476539253833828,1806272381864097117546412064610310,15498856745928813441,200698
25592426,1784773427,-42084504546,21886364195452293120,1806384206748245619735488174899931,15498243173836344003,200700
25592435,1784773535,-25469501188,13246922681114423296,1806451892134683008222206374249628,15498243173836344003,200700
25592435,1784773535,-5074795791,2639566744572120000,1806465379047789880324888997227194,15498243173836344003,200701
25592435,1784773535,-7790079108,4051950813139363642,1806486082562350558341572220909432,15498243173836344003,200701
25592436,1784773547,-41237055140,21450689981444321280,1806595685243342467986537610370900,15498243173836344003,200702
25592437,1784773559,-15911676839,8277631494621194780,1806637979948308059210247481142964,15498243173836344003,200702
25592441,1784773607,-129828675616,67554440249803644928,1806983150559169114251399303452798,15498243173836344003,200706
25592441,1784773607,-17670586758,9196625552427996337,1807030140880575873092208040083456,15498243173836344003,200707
25592449,1784773703,23926030855,-12439696900318460555,1806966548232261357192416291879862,15498243173836344003,200706
25592449,1784773703,1544712,-803102900760895,1806966544126740078201468130593555,15498243173836344003,200706
25592449,1784773703,5500163588,-2859538495834816924,1806951925954981987536839607426440,15498243173836344003,200706
25592450,1784773715,13604727432,-7072907565225277190,1806915768729692604856620849040611,15498243173836344003,200706
25592450,1784773715,207529,-107889143910514,1806915768178155341478453479362630,15498243173836344003,200706
25592450,1784773715,171885,-89358790041406,1806915767721346614187969048471414,15498243173836344003,200706
25592450,1784773715,4194007950,-2180349008720399321,1806904621616355027928339038448912,15498243173836344003,200705
25592452,1784773739,36419182975,-18932197414047750862,1806807838826418907822432539891227,15498243173836344003,200704
25592452,1784773739,142885,-74273263498565,1806807838446728505179685237987382,15498243173836344003,200704
25592454,1784773763,9364148021,-4867543617138288150,1806782955204646271049437371657621,15498243173836344003,200704
25592455,1784773775,3196441491,-1661499895808513809,1806774461494598878277577284290143,15498243173836344003,200704
25592456,1784773787,215358622,-111942149275053803,1806773889238073059123868810807652,15498243173836344003,200704
25592459,1784773823,-27810645,14470273363887013,1806773963174191512179241978269728,15498243173836344003,200704
25592459,1784773823,2808286936,-1459724723457254733,1806766500953711490294200404514911,15498243173836344003,200704
25592461,1784773847,71888166765,-37362780248277069810,1806575499664578762439810288990378,15498243173836344003,200702
25592462,1784773859,8356906416,-4342862355970398927,1806553298631812883281955087698929,15498243173836344003,200702
25592462,1784773859,4200000000,-2182588171405633862,1806542141080056452015378569886539,15498243173836344003,200701
25592463,1784773871,7133793725,-3707112929613364403,1806523190045261620136458599723567,15498243173836344003,200701
25592467,1784773919,41376898913,-21500186514640777418,1806413279505585444735382044597776,15498243173836344003,200700
25592470,1784773955,160096877065,-83164600353999852722,1805988151067568389682280491165114,15498856745928813441,200695
25592470,1784773955,514295203,-267094883722949706,1805986785712871509281108796793428,15498856745928813441,200695
25592471,1784773967,38055127094,-19762489399825310853,1805885762408538622228703599195248,15498856745928813441,200694
25592471,1784773967,2851298082,-1480624667825294783,1805878193645646746029344372067451,15498856745928813441,200694
25592472,1784773979,547592170,-284352740296455929,1805876740071006442202702750139587,15498856745928813441,200694
25592472,1784773979,8684753141,-4509742799039557378,1805853686845775897803331165406458,15498856745928813441,200694
25592472,1784773979,1923422288,-998762361344919854,1805848581301026698715635837467159,15498856745928813441,200694
25592474,1784774003,153335700970,-79603416084448917579,1805441658785465089271086654160896,15498803035111266616,200689
25592478,1784774051,30344902832,-15749143278932251538,1805361150911383655697384872366169,15498803035111266616,200688
25592480,1784774075,24350715364,-12637116827988050234,1805296551371439092867438878528671,15498803035111266616,200688
25592482,1784774099,976829169,-506919189726970619,1805293960056751480973509873295863,15498803035111266616,200688
25592483,1784774111,34433298953,-17868008427380520686,1805202620778983790725922260877386,15498803035111266616,200687
25592485,1784774135,6155667338,-3194087103921393770,1805186292959888283176072123271140,15498803035111266616,200686
25592486,1784774147,170936619,-88695724228062672,1805185839557181148839384015403011,15498803035111266616,200686
25592491,1784774207,-55957167,29064150000000000,1805185988055606783723481517836010,15498803035111266616,200686
25592491,1784774207,4907417188,-2546345830173413807,1805172971418077197216822828636279,15498803035111266616,200686
25592493,1784774231,-16579850078,8611659768534973440,1805216971256976002581967158311074,15498803035111266616,200687
25592495,1784774255,-430005186,223352500000000000,1805218112439312716900135328106736,15498803035111266616,200687
25592496,1784774267,-126557121462,65748340643216637952,1805554042317159540153333109645767,15498856745928813441,200690
25592497,1784774279,-56702415378,29465701675241625184,1805704591882361201130813711981371,15498856745928813441,200692
25592501,1784774327,-29338307,15247074088926200,1805704669784472611363414054798285,15498856745928813441,200692
25592509,1784774423,-91367192502,47489774872668536832,1805947310025570701047290897825038,15498856745928813441,200695
25592509,1784774423,-123537619,64219584331815734,1805947638143685964188294034268257,15498856745928813441,200695
25592515,1784774495,-10332503,5371231995511322,1805947665587004654980962089269359,15498856745928813441,200695
25592516,1784774507,-3121778207,1622827632987041077,1805955957125323890891267015792680,15498856745928813441,200695
25592519,1784774543,16206399,-8416362557019632,1805955914101960853377103354666659,15498856745928813441,200695
25592530,1784774675,141034,-73242010138452,1805955913727557116556645042636468,15498856745928813441,200695
25592533,1784774711,169767,-88163920735476,1805955913276874491739180348728836,15498856745928813441,200695
25592534,1784774723,30407446986,-15790593944210442942,1805875193791320353215052199556283,15498856745928813441,200694
25592535,1784774735,119080889067,-61825146291630870597,1805559151594262937060216263040018,15498856745928813441,200691
25592536,1784774747,7803229940,-4050573309716419987,1805538445584412084536797896376320,15498856745928813441,200690
25592536,1784774747,1933178531,-1003477966511681485,1805533315934095705248320280165014,15498856745928813441,200690
25592537,1784774759,43665702131,-22664556379555424936,1805417457463073275343232045008171,15498803035111266616,200689
25592538,1784774771,2397000211,-1244071807295161186,1805411097905944605247208370215950,15498803035111266616,200689
25592548,1784774891,-364081029,189150952450786496,1805412064341179982184648274198089,15498803035111266616,200689
25592549,1784774903,-11770436,6115096419173814,1805412095585244950636457036993987,15498803035111266616,200689
25592549,1784774903,-213866500,111110122963476567,1805412663283881662002615884494426,15498803035111266616,200689
25592554,1784774963,-61590462,31998123045778792,1805412826772953097756040373280539,15498803035111266616,200689
25592555,1784774975,72846,-37807585762317,1805412826579684911673346969025152,15498803035111266616,200689
25592563,1784775071,575359994,-298617992906270757,1805411300077617747903754268685214,15498803035111266616,200689
25592564,1784775083,-211729905,110000000000000000,1805411862104266379886823626214334,15498803035111266616,200689
25592573,1784775191,47579096,-24694052427118436,1805411735871008598670195989433951,15498803035111266616,200689
25592575,1784775215,15698119742,-8147301201223702000,1805370087770690084075139565447747,15498803035111266616,200688
